sap,employee,cashier,locality,area,coordinate,night_acceptance,night_display,cash_desks,store_concept,tobacco_shop,dominators,universal_assortment
38a27e80-dc7c-c2d0-7337-0467dfe93903,0.46938775510204084,0.2,Волосово,0.4064748201438849,"(59.447275, 29.484819)",1,1,0.2857142857142857,1,0.09090909090909091,1,0.5238095238095238
96940b40-6598-a4bd-ee17-451ae39c7502,0.20408163265306123,0.4857142857142857,Сланцы,0.2526978417266187,"(59.11779, 28.088145)",0,0,0.14285714285714285,1,0.09090909090909091,1,0.047619047619047616
200eee09-c0fa-d94b-f57e-bb4890cf203a,0.20408163265306123,0.45714285714285713,Приозерск,0.34802158273381295,"(61.035979, 30.115589)",0,0,0.14285714285714285,0,0.45454545454545453,1,0.5238095238095238
527b2f5b-8516-e08f-706e-118d0a6599ce,0.32653061224489793,0.22857142857142856,Петродворец,0.4505395683453237,"(59.881227, 29.906775)",0,1,0.14285714285714285,1,0.09090909090909091,1,0.2857142857142857
dcf7c8dc-d62e-2796-8bc3-dd7596f98331,0.24489795918367346,0.2571428571428571,Бокситогорск,0.28507194244604317,"(59.473576, 33.847675)",0,0,0.14285714285714285,0,0.09090909090909091,1,0.2857142857142857
c97b0f92-8f11-0995-a25b-76bca1faf1b6,0.5714285714285714,0.4857142857142857,Юкки,0.28597122302158273,"(60.110755, 30.283538)",1,0,0.2857142857142857,0,0.45454545454545453,1,0.2857142857142857
4c8b7f67-cff5-e400-5197-9824d9d5cad2,0.3673469387755102,0.3142857142857143,Тихвин,0.3851618705035971,"(59.644213, 33.542105)",0,1,0.21428571428571427,1,0.09090909090909091,1,0.5238095238095238
112ebdaa-5f57-604b-1e40-0276006bc429,0.2857142857142857,0.17142857142857143,Всеволожск,0.2070143884892086,"(60.024626, 30.645873)",0,0,0.07142857142857142,1,0.2727272727272727,1,0.047619047619047616
4e243262-a2b8-2cbc-d43a-0bce0fb2f54c,0.22448979591836735,0.3142857142857143,Санкт-Петербург,0.26366906474820145,"(59.938955, 30.315644)",0,0,0.14285714285714285,1,0.09090909090909091,1,0.2857142857142857
8c6ac74a-61a1-1016-686e-baf7112921e5,0.20408163265306123,0.22857142857142856,Псков,0.17482014388489206,"(57.819274, 28.33246)",0,0,0.07142857142857142,0,0.0,1,0.047619047619047616
6554b2ef-86aa-910a-0471-d187bac88d90,0.24489795918367346,0.37142857142857144,Отрадное,0.16906474820143885,"(59.77409, 30.794553)",0,0,0.07142857142857142,1,0.09090909090909091,1,0.047619047619047616
931247e8-9cbc-134c-9271-2b5eebc8d9f6,0.20408163265306123,0.2571428571428571,Опочка,0.25,"(56.713993, 28.658926)",0,0,0.07142857142857142,0,0.09090909090909091,1,0.2857142857142857
